Algorithm;Timestamp;Elapsed Time;Run;Eval;min-c;max-c;d-c;max-d-stripes;Result;Best Result
bobyqa;2018-05-23 04:36:50.928897;422.61456775665283;4;1;0.2959544322036606;0.665023962215735;0.45776060374911276;1.0607868789216266;79.0;79.0
bobyqa;2018-05-23 04:43:35.745152;827.4308228492737;4;2;0.40845443220366057;0.665023962215735;0.45776060374911276;1.0607868789216266;69.0;79.0
bobyqa;2018-05-23 04:50:14.919997;1226.605667591095;4;3;0.2959544322036606;0.815023962215735;0.45776060374911276;1.0607868789216266;66.0;79.0
bobyqa;2018-05-23 04:57:17.641809;1649.327479839325;4;4;0.2959544322036606;0.665023962215735;0.4894401509372782;1.0607868789216266;79.0;79.0
bobyqa;2018-05-23 05:04:26.676255;2078.3619253635406;4;5;0.2959544322036606;0.665023962215735;0.45776060374911276;1.0901967197304068;78.0;79.0
bobyqa;2018-05-23 05:11:21.729000;2493.4146711826324;4;6;0.1834544322036606;0.665023962215735;0.45776060374911276;1.0607868789216266;78.0;79.0
bobyqa;2018-05-23 05:18:22.795263;2914.4809334278107;4;7;0.2959544322036606;0.515023962215735;0.45776060374911276;1.0607868789216266;79.0;79.0
bobyqa;2018-05-23 05:25:25.002362;3336.688033103943;4;8;0.2959544322036606;0.665023962215735;0.4260810565609473;1.0607868789216266;79.0;79.0
bobyqa;2018-05-23 05:32:24.834036;3756.519706964493;4;9;0.2959544322036606;0.665023962215735;0.45776060374911276;1.0313770381128462;80.0;80.0
bobyqa;2018-05-23 05:39:35.368553;4187.054224252701;4;10;0.2530988055847557;0.5908613947544464;0.45776060374911276;1.0083989868825145;81.0;81.0
bobyqa;2018-05-23 05:46:38.638605;4610.324275970459;4;11;0.25942878363380967;0.6035654570459267;0.45776060374911276;1.037656399289509;82.0;82.0
bobyqa;2018-05-23 05:53:48.876172;5040.561842441559;4;12;0.2578086836158314;0.6013278578492194;0.45776060374911276;1.0465267309128492;83.0;83.0
bobyqa;2018-05-23 06:00:55.756910;5467.442580461502;4;13;0.2602211605048648;0.6053562328423557;0.45776060374911276;1.0492885809922659;85.0;85.0
bobyqa;2018-05-23 06:08:07.854377;5899.540047645569;4;14;0.26457501181712867;0.6124677843311923;0.45776060374911276;1.0516144698594967;85.0;85.0
bobyqa;2018-05-23 06:15:24.436034;6336.1217045784;4;15;0.24986111049780188;0.6011860445099265;0.45776060374911276;1.0484849628829231;80.0;85.0
