Algorithm;Timestamp;Elapsed Time;Run;Eval;min-c;max-c;d-c;max-d-stripes;Result;Best Result
praxis;2018-05-23 15:22:58.585334;419.1460039615631;3;1;0.2959544322036606;0.665023962215735;0.45776060374911276;1.0607868789216264;78.0;78.0
praxis;2018-05-23 15:29:59.416901;839.9775710105896;3;2;0.2961211223093078;0.665023962215735;0.45776060374911276;1.0607868789216264;80.0;80.0
praxis;2018-05-23 15:37:00.774667;1261.3353366851807;3;3;0.296287812414955;0.665023962215735;0.45776060374911276;1.0607868789216264;79.0;80.0
praxis;2018-05-23 15:44:02.215841;1682.7765109539032;3;4;0.29614890399358235;0.665023962215735;0.45776060374911276;1.0607868789216264;78.0;80.0
praxis;2018-05-23 15:51:02.421613;2102.9822821617126;3;5;0.2961211223093078;0.6651906567326304;0.45776060374911276;1.0607868789216264;80.0;80.0
praxis;2018-05-23 15:58:01.708945;2522.2696149349213;3;6;0.2961211223093078;0.665357351249526;0.45776060374911276;1.0607868789216264;80.0;80.0
praxis;2018-05-23 16:05:01.431032;2941.991701364517;3;7;0.2961211223093078;0.6356141214069547;0.45776060374911276;1.0607868789216264;80.0;80.0
praxis;2018-05-23 16:12:01.092150;3361.6528193950653;3;8;0.2961211223093078;0.6356141214069547;0.45792557971498843;1.0607868789216264;80.0;80.0
praxis;2018-05-23 16:19:00.470779;3781.031448364258;3;9;0.2961211223093078;0.6356141214069547;0.4580905556808641;1.0607868789216264;80.0;80.0
praxis;2018-05-23 16:26:00.255257;4200.815927028656;3;10;0.2961211223093078;0.6356141214069547;0.4283507629403325;1.0607868789216264;80.0;80.0
praxis;2018-05-23 16:32:59.261236;4619.821906089783;3;11;0.2961211223093078;0.6356141214069547;0.4283507629403325;1.06095067372979;81.0;81.0
praxis;2018-05-23 16:39:59.513789;5040.074458837509;3;12;0.2961211223093078;0.6356141214069547;0.4283507629403325;1.0611144685379537;77.0;81.0
praxis;2018-05-23 16:46:58.785964;5459.346633911133;3;13;0.2961211223093078;0.6356141214069547;0.4283507629403325;1.060901535287341;78.0;81.0
praxis;2018-05-23 16:54:01.743799;5882.304468631744;3;14;0.2961211223093078;0.6356141214069547;0.4283507629403325;1.0608442071044837;78.0;81.0
praxis;2018-05-23 17:01:02.278001;6302.838671207428;3;15;0.2961211223093078;0.6356141214069547;0.4283507629403325;1.060815543013055;78.0;81.0
