Algorithm;Timestamp;Elapsed Time;Run;Eval;min-c;max-c;d-c;max-d-stripes;Result;Best Result
praxis;2018-05-28 16:05:53.849629;335.29740142822266;1;1;0.055253309;0.50004453;0.054341644;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:11:27.759001;669.2067725658417;1;2;0.055253642975;0.50004453;0.054341644;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:17:02.290778;1003.7385499477386;1;3;0.05525397695;0.50004453;0.054341644;0.01046049;6.0;7.000000000000001
praxis;2018-05-28 16:22:40.778166;1342.2259378433228;1;4;0.0552534759875;0.50004453;0.054341644;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:28:16.343912;1677.7916841506958;1;5;0.0552534759875;0.500044863975;0.054341644;0.01046049;5.0;7.000000000000001
praxis;2018-05-28 16:33:50.628361;2012.0761334896088;1;6;0.0552534759875;0.500044196025;0.054341644;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:39:20.648578;2342.0963497161865;1;7;0.0552534759875;0.5000443630125;0.054341644;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:44:54.323816;2675.7715878486633;1;8;0.0552534759875;0.5000443630125;0.054341977975000004;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:50:27.546279;3008.9940509796143;1;9;0.0552534759875;0.5000443630125;0.05434231195;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 16:56:00.518194;3341.9659662246704;1;10;0.0552534759875;0.5000443630125;0.05430824649999997;0.01046049;7.000000000000001;7.000000000000001
praxis;2018-05-28 17:01:36.083762;3677.5315341949463;1;11;0.0552534759875;0.5000443630125;0.05430824649999997;0.010460823975;7.000000000000001;7.000000000000001
praxis;2018-05-28 17:07:13.165226;4014.6129982471466;1;12;0.0552534759875;0.5000443630125;0.05430824649999997;0.01046115795;6.0;7.000000000000001
praxis;2018-05-28 17:12:50.857341;4352.305113315582;1;13;0.0552534759875;0.5000443630125;0.05430824649999997;0.010460656987499999;7.000000000000001;7.000000000000001
praxis;2018-05-28 17:18:26.516791;4687.964563131332;1;14;0.055252446945989485;0.5000428655258371;0.054307672502834616;0.010459695567978268;8.0;8.0
praxis;2018-05-28 17:24:01.207112;5022.6548845767975;1;15;0.055252446945989485;0.5000431995008371;0.054307672502834616;0.010459695567978268;8.0;8.0
praxis;2018-05-28 17:29:35.334260;5356.782032251358;1;16;0.055252446945989485;0.5000430325133371;0.054307672502834616;0.010459695567978268;8.0;8.0
