Algorithm,Timestamp,Elapsed Time,Curr Run,Curr Eval,min-c,max-c,d-c,max-d-stripes,sUDI
PRAXIS,2019-03-24 06:02:30.060129,242.5070662498474,2,1,0.055253309,0.50004453,0.054341644,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:06:31.692426,484.1393632888794,2,2,0.055253642975,0.50004453,0.054341644,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:10:33.810585,726.2575228214264,2,3,0.05525397695,0.50004453,0.054341644,0.01046049,6.0
PRAXIS,2019-03-24 06:14:40.267925,972.7148628234863,2,4,0.0552534759875,0.50004453,0.054341644,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:18:43.223044,1215.6699812412262,2,5,0.0552534759875,0.500044863975,0.054341644,0.01046049,5.0
PRAXIS,2019-03-24 06:22:45.641611,1458.0885484218597,2,6,0.0552534759875,0.500044196025,0.054341644,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:26:47.489563,1699.9365005493164,2,7,0.0552534759875,0.5000443630125,0.054341644,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:30:49.225780,1941.6727180480957,2,8,0.0552534759875,0.5000443630125,0.054341977975000004,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:34:50.716423,2183.163360595703,2,9,0.0552534759875,0.5000443630125,0.05434231195,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:38:52.012692,2424.4596297740936,2,10,0.0552534759875,0.5000443630125,0.05430824649999997,0.01046049,7.000000000000001
PRAXIS,2019-03-24 06:42:54.781228,2667.2281653881073,2,11,0.0552534759875,0.5000443630125,0.05430824649999997,0.010460823975,7.000000000000001
PRAXIS,2019-03-24 06:46:58.613469,2911.060406923294,2,12,0.0552534759875,0.5000443630125,0.05430824649999997,0.01046115795,6.0
PRAXIS,2019-03-24 06:51:03.082897,3155.529834985733,2,13,0.0552534759875,0.5000443630125,0.05430824649999997,0.010460656987499999,7.000000000000001
PRAXIS,2019-03-24 06:55:05.649269,3398.096206665039,2,14,0.05525289800638525,0.5000440708966336,0.054308396290326154,0.010460887258572813,8.0
PRAXIS,2019-03-24 06:59:10.485821,3642.932758808136,2,15,0.05525289800638525,0.5000444048716336,0.054308396290326154,0.010460887258572813,7.000000000000001
PRAXIS,2019-03-24 07:03:16.014018,3888.4609553813934,2,16,0.05525289800638525,0.5000441126435086,0.054308396290326154,0.010460887258572813,7.000000000000001
