Algorithm;Timestamp;Elapsed Time;Run;Eval;min-c;max-c;d-c;max-d-stripes;Result;Best Result
subplex;2018-05-23 20:38:02.123927;419.77013325691223;2;1;0.2959544322036606;0.665023962215735;0.45776060374911276;1.0607868789216264;78.0;78.0
subplex;2018-05-23 20:44:39.393365;817.0395712852478;2;2;0.40845443220366057;0.665023962215735;0.45776060374911276;1.0607868789216264;70.0;78.0
subplex;2018-05-23 20:51:10.755583;1208.401789188385;2;3;0.2959544322036606;0.815023962215735;0.45776060374911276;1.0607868789216264;66.0;78.0
subplex;2018-05-23 20:57:48.823245;1606.4694514274597;2;4;0.4084544322036606;0.515023962215735;0.45776060374911276;1.0607868789216264;70.0;78.0
subplex;2018-05-23 21:04:32.452080;2010.098286151886;2;5;0.3803294322036606;0.590023962215735;0.45776060374911276;1.0607868789216264;76.0;78.0
subplex;2018-05-23 21:11:34.924580;2432.5707864761353;2;6;0.2678294322036607;0.590023962215735;0.45776060374911276;1.0607868789216264;77.0;78.0
subplex;2018-05-23 21:19:41.409751;2919.055956840515;2;7;0.1834544322036606;0.665023962215735;0.45776060374911276;1.0607868789216264;78.0;78.0
subplex;2018-05-23 21:26:21.415852;3319.0620579719543;2;8;0.2115794322036605;0.740023962215735;0.45776060374911276;1.0607868789216264;69.0;78.0
subplex;2018-05-23 21:33:34.919710;3752.565915822983;2;9;0.25376693220366064;0.627523962215735;0.45776060374911276;1.0607868789216264;85.0;85.0
subplex;2018-05-23 21:40:27.803382;4165.449588298798;2;10;0.36626693220366063;0.6275239622157349;0.45776060374911276;1.0607868789216264;78.0;85.0
subplex;2018-05-23 21:47:42.759920;4600.406126022339;2;11;0.2291575572036606;0.655648962215735;0.45776060374911276;1.0607868789216264;80.0;85.0
subplex;2018-05-23 21:55:12.178480;5049.824686288834;2;12;0.18697005720366067;0.618148962215735;0.45776060374911276;1.0607868789216264;91.0;91.0
subplex;2018-05-23 22:02:11.715440;5469.361646413803;2;13;0.1324778697036607;0.594711462215735;0.45776060374911276;1.0607868789216264;83.0;91.0
subplex;2018-05-23 22:09:34.716836;5912.363042116165;2;14;0.2115794322036607;0.5900239622157349;0.45776060374911276;1.0607868789216264;86.0;91.0
subplex;2018-05-23 22:17:19.456805;6377.103010892868;2;15;0.14478255720366073;0.5806489622157348;0.45776060374911276;1.0607868789216264;92.0;92.0
