Algorithm;Timestamp;Elapsed Time;Run;Eval;min-c;max-c;d-c;max-d-stripes;Result;Best Result
RBF;2019-03-17 12:46:14.672590;319.1232388019562;1;1;0.1;0.9666666666666668;0.1;0.12222222222222223;44.0;44.0
RBF;2019-03-17 12:51:41.335381;645.7860298156738;1;2;0.15;1.0333333333333334;0.2;0.9777777777777779;54.0;54.0
RBF;2019-03-17 12:56:59.165421;963.6160700321198;1;3;0.2;0.5666666666666667;0.35;0.7333333333333334;67.0;67.0
RBF;2019-03-17 13:01:51.510582;1255.9612309932709;1;4;0.25;0.9;0.15;0.3666666666666667;54.0;67.0
RBF;2019-03-17 13:06:48.644907;1553.0955557823181;1;5;0.3;0.8333333333333334;0.3;0.6111111111111112;57.99999999999999;67.0
RBF;2019-03-17 13:12:05.386837;1869.8374857902527;1;6;0.35;0.7666666666666667;0.44999999999999996;0.8555555555555556;70.0;70.0
RBF;2019-03-17 13:16:42.593885;2147.044533729553;1;7;0.4;1.1;0.25;0.48888888888888893;50.0;70.0
RBF;2019-03-17 13:21:12.247670;2416.6983184814453;1;8;0.44999999999999996;0.6333333333333333;0.4;0.24444444444444446;25.0;70.0
RBF;2019-03-17 13:26:17.002460;2721.453108549118;1;9;0.5;0.7;0.5;1.1;66.0;70.0
RBF;2019-03-17 13:31:16.326197;3020.7768456935883;1;10;0.1621010895903633;1.0506671368683589;0.4851361442971573;0.7507776217959296;64.0;70.0
RBF;2019-03-17 13:36:42.652172;3347.102820634842;1;11;0.14170668612467013;0.7058822632488632;0.4391421507376394;1.008852722087816;79.0;79.0
RBF;2019-03-17 13:42:12.591200;3677.0418486595154;1;12;0.05595634956496351;0.5234768049191587;0.4639264289965812;0.9901037892391698;83.0;83.0
RBF;2019-03-17 13:47:59.257856;4023.7085049152374;1;13;0.057098433802158205;0.626561400103471;0.49947615584115934;1.0936153939612367;85.0;85.0
RBF;2019-03-17 13:53:13.887416;4338.338064908981;1;14;0.06515700330145074;0.7838025765941364;0.49491556503037143;0.7359458232977072;67.0;85.0
RBF;2019-03-17 13:58:51.479778;4675.930427074432;1;15;0.25064995559112224;0.5440022456153295;0.48784069810712605;1.063735421749154;84.0;85.0
RBF;2019-03-17 14:05:22.423891;5066.874539136887;1;16;0.06154256372566307;0.5222104790443678;0.48785377275180214;1.0726900646967636;98.0;98.0
RBF;2019-03-17 14:10:54.288303;5398.738952159882;1;17;0.07407283045831384;0.5183852383107597;0.4399374101701593;1.0993785922712507;85.0;98.0
RBF;2019-03-17 14:15:59.128344;5703.578992605209;1;18;0.053219350504282045;0.5431724877009874;0.3933857067113852;0.4400822382331083;52.0;98.0
RBF;2019-03-17 14:21:36.587858;6041.038506746292;1;19;0.1789102129832429;0.5792975639816254;0.49963258427349383;0.8477070352193813;83.0;98.0
RBF;2019-03-17 14:27:47.578892;6412.029540538788;1;20;0.10239987048979925;0.5105395467537953;0.49899819742504287;1.0293445838571762;96.0;98.0
RBF;2019-03-17 14:34:11.979114;6796.429762601852;1;21;0.0512436229769452;0.5263978325359421;0.49011769161813196;1.0690248093215278;97.0;98.0
