Algorithm,Timestamp,Elapsed Time,Curr Run,Curr Eval,min-c,max-c,d-c,max-d-stripes,sUDI
ISRES,2019-03-22 19:12:09.000514,258.236421585083,2,1,0.3643888079905222,0.9819514794486794,0.3018000583034708,0.10548802255047725,40.0
ISRES,2019-03-22 19:16:54.378742,543.6146495342255,2,2,0.40529821819016004,0.6555758954517906,0.14123664428598737,0.9655820020257115,69.0
ISRES,2019-03-22 19:21:17.185953,806.4218604564667,2,3,0.49274315004536723,0.6629007742498926,0.2454042166349764,0.637211475479103,44.0
ISRES,2019-03-22 19:25:52.986822,1082.2227296829224,2,4,0.39927335507842565,0.6525160164538069,0.23975437196760696,0.5820021512824038,54.0
ISRES,2019-03-22 19:30:35.810927,1365.0468344688416,2,5,0.3459582987033373,0.7852527235035747,0.2784332871484448,0.8834541213906036,64.0
ISRES,2019-03-22 19:35:02.711117,1631.947024345398,2,6,0.1929529004293596,0.7343682846345481,0.4845837957895938,0.12936324703243737,38.0
ISRES,2019-03-22 19:39:46.641660,1915.877567768097,2,7,0.2593337251984691,0.9673288976972042,0.2659132627034623,0.9099889161659982,63.0
ISRES,2019-03-22 19:44:42.769497,2212.0054042339325,2,8,0.2553789933188041,0.5780681627295317,0.17768103251540107,0.8739908035551565,79.0
ISRES,2019-03-22 19:49:14.289894,2483.5258016586304,2,9,0.05091126912510982,0.8247914244619469,0.22564889160297996,0.19905205568087234,39.0
ISRES,2019-03-22 19:54:15.562328,2784.798235654831,2,10,0.2873011656585575,0.5358656486394959,0.43258286639384114,0.7397301284886254,76.0
ISRES,2019-03-22 19:58:43.317473,3052.553380012512,2,11,0.1374693047888748,0.9374305391665215,0.21130919874394766,0.3473886237680132,37.0
ISRES,2019-03-22 20:03:30.248351,3339.484257698059,2,12,0.4311393114104563,0.5413525409731927,0.3458723176942655,1.0475350036492728,69.0
ISRES,2019-03-22 20:07:44.948551,3594.184458732605,2,13,0.2728417640689133,0.6849606793564891,0.45678783435106757,0.1143175593126383,12.0
ISRES,2019-03-22 20:12:31.930848,3881.166755437851,2,14,0.14312546139965976,0.8953793356281403,0.32897248476527047,1.0656478825024118,67.0
ISRES,2019-03-22 20:16:47.781093,4137.016999959946,2,15,0.14858042618735678,0.5638343621137759,0.05200180946288994,0.14928324790173952,20.0
ISRES,2019-03-22 20:21:30.921630,4420.15753698349,2,16,0.06193952551674595,0.5230863869311969,0.06997446854134903,0.40448112640051,48.0
ISRES,2019-03-22 20:25:57.379252,4686.615159273148,2,17,0.1519900261212573,0.7912933020356674,0.3040352984730193,0.2777132745969785,44.0
ISRES,2019-03-22 20:30:18.413782,4947.649689435959,2,18,0.3288106214595105,0.5251270273348122,0.19322899095215512,0.2546760008031497,33.0
ISRES,2019-03-22 20:34:37.078499,5206.3144063949585,2,19,0.20643867487161943,0.7948546355409979,0.1910030957370466,0.026881168161413418,30.0
ISRES,2019-03-22 20:39:05.798716,5475.034623622894,2,20,0.18557736247169693,0.779654823486652,0.08898551948329544,0.431642918271816,47.0
ISRES,2019-03-22 20:43:23.870300,5733.106207370758,2,21,0.16925227095729242,0.6959544448544666,0.08426096533747808,0.21563389783285505,27.0
ISRES,2019-03-22 20:47:47.100697,5996.336604356766,2,22,0.3506497490626776,0.7013725127197029,0.26321276513923025,0.3724789505165284,46.0
ISRES,2019-03-22 20:52:48.230598,6297.466505765915,2,23,0.08070353885282831,0.6555431693167587,0.30354131962831343,1.0850420248544035,77.0
ISRES,2019-03-22 20:57:27.437375,6576.673281908035,2,24,0.32542989847348597,0.5373660789027553,0.06024271609649915,0.7696132393394516,56.99999999999999
ISRES,2019-03-22 21:01:41.775919,6831.011826515198,2,25,0.11253426762882351,0.5069753540391523,0.1992644961808262,0.09632610548612996,16.0
ISRES,2019-03-22 21:06:09.261941,7098.497848033905,2,26,0.42006744368414817,0.8663651950805229,0.31217056197125576,0.34674227535359803,48.0
ISRES,2019-03-22 21:10:57.273240,7386.509146928787,2,27,0.4296624514320265,0.8143662505955742,0.49847097643343447,0.9438545417828197,67.0
ISRES,2019-03-22 21:15:45.449737,7674.68564414978,2,28,0.10050950959992028,0.8440045532204465,0.4219958597940436,0.563801049618619,59.0
ISRES,2019-03-22 21:20:26.366613,7955.602519750595,2,29,0.44319849840897046,0.9308708514972787,0.18103765371172748,1.0128025695707499,62.0
ISRES,2019-03-22 21:24:48.603557,8217.83946466446,2,30,0.3249442771651535,1.0773296723260652,0.4256601717931356,0.793466852448145,47.0
ISRES,2019-03-22 21:29:19.435636,8488.671543359756,2,31,0.05861234158236476,0.9483276825083272,0.15785526902524205,0.12881853385487552,40.0
ISRES,2019-03-22 21:34:07.690325,8776.926232337952,2,32,0.28341655002452404,0.7682429327230255,0.4359395178442569,0.9833132459040158,70.0
ISRES,2019-03-22 21:38:46.361601,9055.597507953644,2,33,0.1447730021081261,0.8187928754808288,0.18419788351621286,0.3397453822277273,49.0
ISRES,2019-03-22 21:43:17.932358,9327.168265581131,2,34,0.2727313439976607,0.9978535576041678,0.2651843197190141,0.34162418990365057,49.0
ISRES,2019-03-22 21:48:53.970113,9663.206020593643,2,35,0.15365192298635583,0.5162240741929672,0.4421997773394162,0.9830095416462917,93.0
ISRES,2019-03-22 21:53:34.582147,9943.818054437637,2,36,0.27334759547697013,0.8026828903834785,0.16711111136134854,0.5386164959369835,63.0
ISRES,2019-03-22 21:58:19.534062,10228.76996922493,2,37,0.2758654309119056,0.6686780924879288,0.3057483868314253,0.669897059182109,60.0
ISRES,2019-03-22 22:02:58.046693,10507.282599925995,2,38,0.23937344421057877,0.6506165592896729,0.3113502161851971,0.43412358695116915,51.0
ISRES,2019-03-22 22:07:49.846172,10799.082078933716,2,39,0.47886214517385056,0.856674354689009,0.49611496226135354,1.0509667546151171,68.0
ISRES,2019-03-22 22:12:24.034722,11073.270629644394,2,40,0.4143171025667545,0.8891429533213366,0.201030489738394,0.5414182200749362,56.99999999999999
ISRES,2019-03-22 22:16:47.380124,11336.616030693054,2,41,0.40478243852048834,0.5381855073764787,0.4244471889502908,0.2999184580839941,38.0
ISRES,2019-03-22 22:21:14.280538,11603.51644563675,2,42,0.35485001992025367,0.8869110551371475,0.4457084729770101,0.17863457517529913,47.0
ISRES,2019-03-22 22:25:57.183092,11886.418998718262,2,43,0.05305213106332915,1.0469841114417715,0.1280771200608405,0.5409280227490374,56.99999999999999
ISRES,2019-03-22 22:30:38.669272,12167.90517950058,2,44,0.4192990136215601,0.7046966485481198,0.2836871300344989,0.5360551850138227,61.0
ISRES,2019-03-22 22:35:27.998592,12457.234499931335,2,45,0.25753571023282934,0.5637583792374639,0.31704047405395386,0.47360991420410736,60.0
ISRES,2019-03-22 22:40:08.927552,12738.163459300995,2,46,0.243619581275275,0.778219376666321,0.2361269010282176,0.676463355179256,56.99999999999999
ISRES,2019-03-22 22:45:07.780587,13037.016493797302,2,47,0.37908745269357463,0.5349788799412346,0.3454687432193886,1.0663000819339727,70.0
ISRES,2019-03-22 22:49:37.940510,13307.17641711235,2,48,0.24456542762068223,1.0400298491341589,0.44916043963202296,0.7784683539080294,54.0
